ID_ATIV_ECON_ESTABELECIMENTO;DATA_INICIO_ATIVIDADE;IND_POSSUI_ALVARA;ENDERECO;NOME
295101;28/01/2021;NÃO;PRACA DO ENSINO, 250, ALPES, Belo Horizonte - MG;ROSEMEIRE PEREIRA DOS SANTOS 05015970692
295104;09/11/2022;NÃO;RUA CORONEL MANOEL ASSUNCAO, 26, SERRA VERDE, Belo Horizonte - MG;40.610.260 ALZIRA PEREIRA
295405;01/02/2021;NÃO;RUA PITANGUI, 3311, SAGRADA FAMILIA, Belo Horizonte - MG;RENAN CALDEIRA PETRUCELI 07718903621
296064;04/02/2021;SIM;RODOVIA CAMILO TEIXEIRA DA COSTA, 16251, MONTE AZUL, Belo Horizonte - MG;JOSE GLAUCIO BRASIL PEREIRA 77549600600
293875;21/01/2021;NÃO;RUA JOSE CLEMENTE, 561, FLORAMAR, Belo Horizonte - MG;GELMA FERREIRA DA SILVA QUERES 06778491680
294182;24/01/2021;NÃO;RUA NOSSA SENHORA DE LORETO, 421, OURO MINAS, Belo Horizonte - MG;40.534.391 PAULO RICARDO DE MATOS GONCALVES
296084;04/02/2021;SIM;AVENIDA MIGUEL MOYSES, 133, NOVA GAMELEIRA, Belo Horizonte - MG;RUBENS ROBERTO DOS REIS SILVA 03296122630
294196;24/01/2021;NÃO;RUA IBIRAPUERA, 453, VILA PIRATININGA, Belo Horizonte - MG;DOUGLAS JUNIO ALVES VIANA 02054306606
294509;28/01/2021;SIM;RUA GONCALVES DIAS, 1965, LOURDES, Belo Horizonte - MG;LOURDES COMERCIO DE ALIMENTOS LTDA
294521;28/01/2021;SIM;AVENIDA PRESIDENTE CARLOS LUZ, 3001, CAICARAS, Belo Horizonte - MG;CB CONCEITO BH COMERCIO DE ALIMENTOS LTDA
294832;27/01/2021;NÃO;RUA VALDIANO MARTINS INACIO, 175, PAQUETA, Belo Horizonte - MG;RENATO MARTINS DIAS 05637004676
295137;28/01/2021;NÃO;RUA SAO PAULO DA CRUZ, 357, BARREIRO, Belo Horizonte - MG;CRISTIANE LUCIANO DA SILVA 07305356654
297333;11/02/2021;SIM;RUA DJEZAR LEITE, 328, NOVA GAMELEIRA, Belo Horizonte - MG;CHOPERIA ATENA LTDA
298260;18/02/2021;NÃO;RUA HENRIQUE GORCEIX, 2150, JARDIM MONTANHES, Belo Horizonte - MG;JACQUELINE GOMES DOS SANTOS 05264607680
298573;22/02/2021;SIM;RUA PLATINA, 999, CALAFATE, Belo Horizonte - MG;ESQUINA DO CHURRASCO LTDA
297704;15/02/2021;NÃO;RUA ANNA MARIA DE JESUS, 64, AARAO REIS, Belo Horizonte - MG;GUILHERME CARVALHO GURGEL 01827005696
296482;06/02/2021;NÃO;RUA GUARANESIA, 109, COLEGIO BATISTA, Belo Horizonte - MG;THIAGO DE MORAIS MENDES SETTE 13521651630
296494;07/02/2021;NÃO;RUA BARAO DE CAMARGOS, 203, JARDIM SAO JOSE, Belo Horizonte - MG;VALERIA EUSTAQUIA EVANGELISTA 06173817632
297966;17/02/2021;NÃO;BEC BALBINA FERNANDES DA CRUZ, 20, JARDIM FELICIDADE, Belo Horizonte - MG;40.879.078 MARILIA RAMOS DE FREITAS
298268;18/02/2021;SIM;RUA PENIDO, 73, PIRAJA, Belo Horizonte - MG;RESTAURANTE DAS DAMA'S LTDA
298279;18/02/2021;NÃO;RUA SAMAMBAIA, 208, GUARANI, Belo Horizonte - MG;HENRIQUE ARAUJO AGUIAR 01393929630
297421;12/02/2021;NÃO;RUA SANTA RITA DE CASSIA, 2, CONJUNTO NOVO DOM BOSCO, Belo Horizonte - MG;DANIELLE VIRGINIA ARAUJO SANTOS 03882857617
297720;15/02/2021;SIM;RUA ANTONIO DE ALBUQUERQUE, 391, SAVASSI, Belo Horizonte - MG;BAIANA BAR LTDA
297721;12/02/2021;SIM;RUA PADRE EUSTAQUIO, 2794, PADRE EUSTAQUIO, Belo Horizonte - MG;RESTAURANTE E MERCEARIA DIVINO SABOR LTDA
296509;07/02/2021;NÃO;RUA AUGUSTO PASSOS MAIA, 95, OURO PRETO, Belo Horizonte - MG;ELAINE DOS SANTOS 79025234615
296510;07/02/2021;NÃO;RUA JAYME SALES, 7, MADRE GERTRUDES, Belo Horizonte - MG;ADILSON MARTINS DOS SANTOS SOUSA 12984963652
297065;10/02/2021;NÃO;RUA PADRE TIAGO DE ALMEIDA, 311, CAMARGOS, Belo Horizonte - MG;JOAO PEDRO SIQUEIRA DO CARMO 12260790674
298300;19/02/2021;SIM;RUA JACUI, 2913, IPIRANGA, Belo Horizonte - MG;DC IPIRANGA HAMBURGUERIA LTDA
298301;19/02/2021;SIM;AVENIDA DA SINFONIA, 253, SANTA AMELIA, Belo Horizonte - MG;ARMAZEM SANTA AMELIA LTDA
297440;12/02/2021;NÃO;RUA CICERO FERREIRA, 10, SERRA, Belo Horizonte - MG;DELICATTO RESTAURANTE LTDA
297753;15/02/2021;SIM;RUA MARIA MADALENA ESTEVES, 183, MINASLANDIA, Belo Horizonte - MG;SUSHI MAKI BH COMERCIO LTDA
296532;08/02/2021;NÃO;RUA SANTA BRANCA, 19, PIRATININGA, Belo Horizonte - MG;MARIANA DRUMOND DA SILVA 16160510606
296846;09/02/2021;NÃO;RUA EDMON DE SOUSA MELO, 33, VILA TIROL, Belo Horizonte - MG;GUILHERME WANDERLEY RODRIGUES 10493467696
297071;10/02/2021;SIM;AVENIDA SILVIANO BRANDAO, 212, FLORESTA, Belo Horizonte - MG;ANDRE ALVARENGA CYRINO 83866086687
297080;10/02/2021;NÃO;RUA FURQUIM WERNECK, 619, TUPI A, Belo Horizonte - MG;CHURRASCARIA VALORES DE MINAS LTDA
297086;10/02/2021;NÃO;RUA CARMO DA MATA, 518, SAUDADE, Belo Horizonte - MG;WANDERSON LUIZ DE OLIVEIRA 07979817648
297996;17/02/2021;NÃO;RUA PADRE AGOSTINHO, 116, SANTA CRUZ, Belo Horizonte - MG;CARLOS ANTONIO DE PAULA JUNIOR 10068349661
298318;19/02/2021;NÃO;RUA EUGENIO GUALBERTO, 10, SANTA HELENA, Belo Horizonte - MG;VARLENE APARECIDA COELHO 63217619668
298326;19/02/2021;SIM;RUA DOS TABAIARES, 72, FLORESTA, Belo Horizonte - MG;JOSE FERREIRA DE SOUZA FILHO 56954026620
297477;12/02/2021;NÃO;AVENIDA DO CONTORNO, 10424, BARRO PRETO, Belo Horizonte - MG;MR PIZZARIA BARRO PRETO LTDA
298033;17/02/2021;SIM;RUA NELSON JOSE DE ALMEIDA, 132, LAGOA, Belo Horizonte - MG;40.884.953 JESSICA SHIRLEY DA SILVA
298354;19/02/2021;SIM;RUA MARIA VAZ DE MELO, 142, DONA CLARA, Belo Horizonte - MG;R.A DISTRIBUIDORA LTDA
297492;12/02/2021;NÃO;RUA MARIGHELLA, 60, DANDARA, Belo Horizonte - MG;CLAUDIO AGAPITO VICENTE PEREIRA 04145284682
297798;16/02/2021;NÃO;RUA VINTE E TRES, 123, NOVO AARAO REIS, Belo Horizonte - MG;WEDER ANTONIO DE OLIVEIRA 96446625634
297805;16/02/2021;NÃO;RUA FRANCISCO DUMONT, 103, SANTA TEREZINHA, Belo Horizonte - MG;LUIZ GUILHERME GONCALVES 08714348659
296895;09/02/2021;NÃO;RUA VILA RICA, 1625, JARDIM MONTANHES, Belo Horizonte - MG;VICTOR DE FARIA E SOUZA BARBOSA 12937508677
298050;17/02/2021;NÃO;RUA ALCIDES LINS, 415, VENDA NOVA, Belo Horizonte - MG;WESLEY ALBERTO FERREIRA DA SILVA 13507775603
298058;17/02/2021;NÃO;RUA COSTA MONTEIRO, 439, SAGRADA FAMILIA, Belo Horizonte - MG;ROBSON FABIANO DE OLIVEIRA AMORIM 08906847661
297512;12/02/2021;NÃO;RUA MONTE SANTO, 507, CARLOS PRATES, Belo Horizonte - MG;ROSANA SILVA BITTENCOURT 12316501680
297822;16/02/2021;NÃO;RUA SETECENTOS E VINTE E TRES, 250, JARDIM VITORIA, Belo Horizonte - MG;MARISLEIA ALVES DO NASCIMENTO 07692874689
297825;16/02/2021;NÃO;RUA JOAQUIM ALVES PEREIRA, 70, JARDIM FELICIDADE, Belo Horizonte - MG;NATALIA SOUZA DE FREITAS 11288691602
297827;16/02/2021;NÃO;RUA TEIXEIRA MAGALHAES, 33, FLORESTA, Belo Horizonte - MG;THIAGO FINKENAUER 01126781061
297828;16/02/2021;NÃO;RUA CIBIPURUNA, 120, MONTE AZUL, Belo Horizonte - MG;RAFAEL FELIPE PETRONIO DE SOUZA 01458071693
296594;08/02/2021;NÃO;BEC DA FELICIDADE, 19, VILA COQUEIRAL, Belo Horizonte - MG;REGINA AUGUSTA VIEIRA 00394784677
296922;09/02/2021;NÃO;AVENIDA BASILIO DA GAMA, 100, TUPI B, Belo Horizonte - MG;MARIO ROBERTO CARVALHO 10159761662
296926;09/02/2021;NÃO;AVENIDA BERNARDO DE VASCONCELOS, 1425, SANTA CRUZ, Belo Horizonte - MG;JESSICA LORRAINE FERNANDES 12631571657
297161;10/02/2021;NÃO;RUA SABARA, 26, COLEGIO BATISTA, Belo Horizonte - MG;WILLIANE APARECIDA DE JESUS SALES 06749159680
298651;22/02/2021;NÃO;RUA PADRE ARGEMIRO MOREIRA, 41, BEIRA LINHA, Belo Horizonte - MG;BRENDA CRISTINA SANTOS DO NASCIMENTO 12456702638
297533;12/02/2021;SIM;RUA SAO ROMAO, 160, SANTO ANTONIO, Belo Horizonte - MG;SUSHI HAO ALIMENTOS LTDA
297541;12/02/2021;NÃO;RUA SETECENTOS E VINTE E QUATRO, 41, JARDIM VITORIA, Belo Horizonte - MG;40.838.426 BRENO JAQUES RODRIGUES DOS SANTOS
298403;19/02/2021;NÃO;RUA CONDE DE MONTE CRISTO, 232, IPIRANGA, Belo Horizonte - MG;JULIANA PIMENTA SALGUEIRO 03572076617
298421;19/02/2021;NÃO;RUA BRAS, 205, SAO JORGE III, Belo Horizonte - MG;RESTAURANTE DO VANDECO LTDA
298671;22/02/2021;SIM;AVENIDA AUGUSTO DE LIMA, 1586, BARRO PRETO, Belo Horizonte - MG;SABOREO ALIMENTOS LTDA
297557;12/02/2021;SIM;RUA PRINCESA ELIZABETH, 371, CAICARAS, Belo Horizonte - MG;POSTINHO UAI LTDA
297188;11/02/2021;SIM;RUA SAO PEDRO DA ALDEIA, 3, PILAR, Belo Horizonte - MG;ERIKA MARTINS CHAVES CORREA 08275950694
297199;11/02/2021;NÃO;RUA EPAMINONDAS OTONI, 217, VISTA ALEGRE, Belo Horizonte - MG;DAIANA DA SILVA TORQUATO SOUZA 11302438697
298429;19/02/2021;SIM;RUA ITAJU, 119, PINDORAMA, Belo Horizonte - MG;40.920.025 ANA ROSARIA DOS REIS
298443;19/02/2021;NÃO;RUA EMANUEL, 71, SAO JOAO, Belo Horizonte - MG;SANDRA REGINA DA COSTA 03699283690
298676;22/02/2021;NÃO;RUA ALBERTO FERREIRA FONTES, 109, GOIANIA, Belo Horizonte - MG;CARLOS ROBERTO PEREIRA DE ALMEIDA 06123893670
298682;22/02/2021;SIM;RUA ITAPAGIPE, 896, GRACA, Belo Horizonte - MG;CANTINA DA ESQUINA RESTAURANTE LTDA
297876;16/02/2021;NÃO;RUA JONAS LINS DE OLIVEIRA, 96, DONA CLARA, Belo Horizonte - MG;PIZZARIA DONA CLARA LTDA
296660;08/02/2021;NÃO;RUA ANAPURUS, 99, SAO GABRIEL, Belo Horizonte - MG;EDMAR LIRES DA SILVA BOAVENTURA 13561183646
296662;08/02/2021;NÃO;RUA DOS JAVAES, 840, RIO BRANCO, Belo Horizonte - MG;WILLIAN DIAS CARNEIRO 13629269656
296985;10/02/2021;NÃO;RUA JOSE LOBATO FERRARI, 46, BETANIA, Belo Horizonte - MG;MARTA DOS SANTOS SILVA 03343735655
297217;11/02/2021;NÃO;RUA TOMPSON FLORES, 73, PRADO, Belo Horizonte - MG;ANA PAULA FERREIRA DA SILVA 07769582679
298141;18/02/2021;NÃO;RUA CHRISTINA MARIA ASSIS, 401, CALIFORNIA, Belo Horizonte - MG;DOUGLAS YURI TEIXEIRA DE SOUZA 10777187647
297583;12/02/2021;SIM;RUA PITOMBA, 385, MILIONARIOS, Belo Horizonte - MG;PIZZA PARADISE LTDA
297909;17/02/2021;SIM;AVENIDA DOUTOR CRISTIANO GUIMARAES, 1060, PLANALTO, Belo Horizonte - MG;RESTAURANTE FINO SABOR WM LTDA
296676;08/02/2021;SIM;RUA EDMON DE SOUSA MELO, 279, TIROL, Belo Horizonte - MG;40.761.237 MARCIA ALVES DE OLIVEIRA
296992;10/02/2021;NÃO;RUA MARIA HELENA, 256, CANDELARIA, Belo Horizonte - MG;APARECIDA NUNES RODRIGUES 16411403643
297601;13/02/2021;NÃO;RUA VIANA DO CASTELO, 25, VILA SANTA ROSA, Belo Horizonte - MG;MARIA LUCIA PEREIRA DO NASCIMENTO 02855006600
297914;17/02/2021;NÃO;RUA COROA DE FRADE, 182, MANGUEIRAS, Belo Horizonte - MG;RICARDO ALEXANDRE BARBOSA 01184634629
297928;17/02/2021;NÃO;RUA SYLVIA MENICUCCI, 124, JARDIM DO VALE, Belo Horizonte - MG;CARLOS HENRIQUE GONZAGA 11940957630
297011;10/02/2021;NÃO;RUA ROTARY CLUB, 110, CONJUNTO SANTA MARIA, Belo Horizonte - MG;RONEI PENA JUSTO 76685446668
297259;11/02/2021;NÃO;RUA VILA RICA, 687, PADRE EUSTAQUIO, Belo Horizonte - MG;ALEXANDRE JOSE RAMALHO 03087427616
298172;18/02/2021;NÃO;RUA MUNIZ, 469, SANTA SOFIA, Belo Horizonte - MG;NELSON OLIVEIRA MARTINS 74487086604
297937;17/02/2021;NÃO;RUA DOS MOTORISTAS, 135, SANTA CECILIA, Belo Horizonte - MG;JOAO BATISTA COUTINHO DA SILVA 00946609640
296723;08/02/2021;NÃO;RUA SUCURI, 900, BOA VISTA, Belo Horizonte - MG;GLAUCIA REGINA DE ALMEIDA SANTOS 95635530630
297281;12/07/2023;SIM;RUA TUIUTI, 982, PADRE EUSTAQUIO, Belo Horizonte - MG;32.130.408 MATHEUS VITOR PEREIRA MACHADO
296421;05/02/2021;NÃO;RUA SAO LUIZ, 1020, HORTO FLORESTAL, Belo Horizonte - MG;MARTA DA CONCEICAO BARBOSA 81727950682
296359;05/02/2021;NÃO;RUA DOZE DE DEZEMBRO, 86, NAZARE, Belo Horizonte - MG;LEILA CRISTINA SOARES CANDIDO ANDRADE 06855127622
297292;11/02/2021;SIM;AVENIDA CLARA NUNES, 296, RENASCENCA, Belo Horizonte - MG;40.823.022 ELIANE ANASTACIA DOS SANTOS
297301;11/02/2021;NÃO;RUA AMAZONITA, 409, POMPEIA, Belo Horizonte - MG;SAMUEL DE SOUZA MIRANDA 14970917647
298540;22/02/2021;SIM;AVENIDA LEONTINO FRANCISCO ALVES, 37, SERRA VERDE, Belo Horizonte - MG;40.930.670 ALESSANDRA APARECIDA DE OLIVEIRA SANTOS
297661;15/02/2021;SIM;AVENIDA AUGUSTO DE LIMA, 744, CENTRO, Belo Horizonte - MG;LA NO MERCADO BAR E RESTAURANTE LTDA
297668;15/02/2021;NÃO;RUA TENENTE ANTONIO JOAO, 186, INCONFIDENCIA, Belo Horizonte - MG;40.851.686 WANESSA RODRIGUES COSTA
296377;05/02/2021;NÃO;RUA LUIZ VAZ DE TORRES, 97, CONJUNTO TAQUARIL, Belo Horizonte - MG;ANTONIA CRISTINA DE OLIVEIRA MOREIRA 06726434642
296382;05/02/2021;NÃO;RUA XAPURI, 997, JARDIM AMERICA, Belo Horizonte - MG;IZABEL DE FATIMA DUARTE PRATES 02034648692
296391;05/02/2021;NÃO;RUA BARAO DE GUAXUPE, 290, JOAO PINHEIRO, Belo Horizonte - MG;JANAINA ROBERTA DA SILVA 01336124652
297680;15/02/2021;NÃO;BEC DAS AMORAS, 15, VILA TIRADENTES, Belo Horizonte - MG;HELENA CRISTINA FERREIRA DOS SANTOS 04080953690
296470;06/02/2021;NÃO;RUA JOSE DE LIMA GEO, 126, JARDIM VITORIA, Belo Horizonte - MG;JOCILENE SANTOS SOUSA 85905235511
300580;04/03/2021;SIM;RUA INTENDENTE CAMARA, 540, INDAIA, Belo Horizonte - MG;RCA ALIMENTOS E BEBIDAS LTDA
298916;23/02/2021;NÃO;RUA JOSE RAIMUNDO DE SOUZA, 124, IPE, Belo Horizonte - MG;MARKSON MARCEL DE OLIVEIRA GODOI 11256119601
298929;23/02/2021;NÃO;RUA ITU, 615, RENASCENCA, Belo Horizonte - MG;MARIO LUCIO FERREIRA TELE PIZZA
299884;01/03/2021;SIM;AVENIDA OTACILIO NEGRAO DE LIMA, 7170, BANDEIRANTES, Belo Horizonte - MG;LIAC EVENTOS LTDA
300202;02/03/2021;NÃO;RUA NILZA MARIA CARVALHO, 300, MANTIQUEIRA, Belo Horizonte - MG;JULIA DA SILVA XAVIER 04985635618
300597;04/03/2021;NÃO;RUA BRAULIO GOMES NOGUEIRA, 60, TIROL, Belo Horizonte - MG;MOISES ANDRADE INACIO 16155397600
300608;04/03/2021;NÃO;RUA QUATRO DE MAIO, 412, ALPES, Belo Horizonte - MG;LUCIA MARGARETE RODRIGUES SILVA 02783011697
298936;23/02/2021;NÃO;RUA ALVINO FERREIRA FELIPE, 286, NOVO AARAO REIS, Belo Horizonte - MG;SUELEN APARECIDA DA CRUZ 06485694625
299887;01/03/2021;NÃO;RUA BENJAMIM QUADROS, 133, PARAISO, Belo Horizonte - MG;VIVIANE MILWARD DE AZEVEDO 83732993787
299895;01/03/2021;SIM;RUA MARGARIDA ASSIS FONSECA, 180, CALIFORNIA, Belo Horizonte - MG;41.042.068 CLAUDIA CARDINALI DE OLIVEIRA
300211;02/03/2021;NÃO;RUA ADAMINA, 125, SANTA TEREZA, Belo Horizonte - MG;MARCELO DE CAMPOS BRAGA PERIN 01365241688
300220;02/03/2021;NÃO;RUA SAO TOMAZ DE AQUINO, 524, SANTA RITA DE CASSIA, Belo Horizonte - MG;SILVIO GONCALVES DE ARAUJO 04075329607
300854;07/03/2021;NÃO;RUA MANOEL PEDRO MIRANDA, 105, MARIA GORETTI, Belo Horizonte - MG;JOSE ANTONIO DE OLIVEIRA 01533523614
301300;10/03/2021;NÃO;AVENIDA ARTUR BERNARDES, 3912, VILA BARRAGEM SANTA LUCIA, Belo Horizonte - MG;41.157.402 AMANDA DUARTE FERNANDINO
299916;01/03/2021;NÃO;RUA CASSITERITA, 292, SANTA INES, Belo Horizonte - MG;NELSON FRANCISCO DOS SANTOS 24851271824
300225;02/03/2021;NÃO;RUA DOUTOR ATHOS ALKIMIM, 35, VILA NOVA GAMELEIRA II, Belo Horizonte - MG;JARDELIA FABIANA TAVARES FERREIRA MARQUES 01591640601
300871;07/03/2021;NÃO;BEC IBIA, 55, SENHOR DOS PASSOS, Belo Horizonte - MG;JESSICA CAMPOS DE OLIVEIRA 06704796673
301328;21/10/2022;SIM;RUA MARCELO ROBERTO LINHARES, 200, ESTORIL, Belo Horizonte - MG;BEACH 6 ESPORTES E EVENTOS LTDA
299297;25/02/2021;NÃO;RUA SETECENTOS E VINTE E TRES, 250, JARDIM VITORIA, Belo Horizonte - MG;JOSE GILBERTO PEREIRA DA SILVA JUNIOR 05985848620
299933;01/03/2021;NÃO;RUA JOSE DIAS VIEIRA, 229, RIO BRANCO, Belo Horizonte - MG;FRANCISCO JOSE DE OLIVEIRA 05609557666
300241;03/03/2021;SIM;AVENIDA CORONEL JOSE BENJAMIM, 821, PADRE EUSTAQUIO, Belo Horizonte - MG;PDP ALIMENTACAO LTDA
300662;05/03/2021;NÃO;RUA ABAETE, 300, BONFIM, Belo Horizonte - MG;SONIA MARIA DOS SANTOS 03161589688
300898;08/03/2021;SIM;RUA DOS GUAJAJARAS, 1436, BARRO PRETO, Belo Horizonte - MG;VILLA DO PRINCIPE LTDA
299006;24/02/2021;NÃO;RUA JOAQUIM HENRIQUES CARDOSO, 58, OURO PRETO, Belo Horizonte - MG;ANA FLAVIA DA SILVA HILARIO 12861736631
299313;25/02/2021;NÃO;RUA JOAO GUALBERTO DE ABREU, 130, SAO JOAO BATISTA, Belo Horizonte - MG;ANA LUIZA RODRIGUES DE MELLO 01882634624
299322;25/02/2021;SIM;AVENIDA CRISTIANO MACHADO, 11833, VILA CLORIS, Belo Horizonte - MG;F&B ALIMENTOS LTDA.
300674;05/03/2021;NÃO;RUA DOS TIMBIRAS, 2041, LOURDES, Belo Horizonte - MG;SUSHI UM COMERCIO DE ALIMENTOS LTDA
300687;05/03/2021;SIM;RUA MARIA DA FE, 375, SALGADO FILHO, Belo Horizonte - MG;NOSSO BAR RESTAURANTE LTDA
300930;08/03/2021;NÃO;RUA SILVIO ROMERO, 435, POMPEIA, Belo Horizonte - MG;RENATA BARROSO DE CARVALHO 09711973693
301218;09/03/2021;NÃO;RUA EDSON TOMAS SANTOS, 408, SAO BERNARDO, Belo Horizonte - MG;CAIO VINICIUS BARRETO DA SILVA 04813172520
299654;27/02/2021;NÃO;RUA NOVE, 72, VISTA DO SOL, Belo Horizonte - MG;LUCAS DA CONCEICAO SANTOS ROCHA 11790630665
300706;05/03/2021;NÃO;RUA FLORESTA, 10, CONJUNTO TAQUARIL, Belo Horizonte - MG;WELLINGTON BORGES DA SILVA 32969264889
299032;24/02/2021;SIM;RUA JOSE LIMA DE ALMEIDA, 281, JARDIM GUANABARA, Belo Horizonte - MG;LARISSA LEAL MATOS 11130884600
299040;24/02/2021;NÃO;RUA YEDA BARROS MENDES, 85, SERRA VERDE, Belo Horizonte - MG;WESLEY PONCIANO DE OLIVEIRA 13790738638
299353;25/02/2021;NÃO;RUA MARIETA ALEXANDRINA DE MACEDO, 210, MINASCAIXA, Belo Horizonte - MG;40.998.369 LEONARDO DANIEL BATISTA
300316;03/03/2021;SIM;RUA MARAMBAIA, 261, CAICARAS, Belo Horizonte - MG;BAR E RESTAURANTE DO MARCINHO LTDA
300723;05/03/2021;NÃO;RUA SERTAOZINHO, 35, JARDIM LEBLON, Belo Horizonte - MG;IVANIL BATISTA DE ALMEIDA 02759786641
300728;05/03/2021;NÃO;RUA SILVIANOPOLIS, 197, SANTA TEREZA, Belo Horizonte - MG;GABRIELA MEIRELLES COSTA 06634414637
300954;08/03/2021;NÃO;RUA CALDAS DA RAINHA, 1825, SAO FRANCISCO, Belo Horizonte - MG;MARIA DA GLORIA ROSA
301260;09/03/2021;NÃO;RUA ADA, 106, JULIANA, Belo Horizonte - MG;LAIANNE ROMUALDO XAVIER 11497081661
299054;24/02/2021;NÃO;AVENIDA DOM JOAO VI, 1491, PALMEIRAS, Belo Horizonte - MG;40.973.319 JHONATAN BARBOSA PEREIRA
299687;27/02/2021;NÃO;RUA ANGA, 275, DOM BOSCO, Belo Horizonte - MG;41.024.575 LETICIA SOARES DA SILVA CAMPOS CORDEIRO
300020;02/03/2021;SIM;RUA CEARA, 1558, SAVASSI, Belo Horizonte - MG;BRUNA ELIAS FREITAS 12006757628
300737;05/03/2021;NÃO;RUA JOSE FELIX MARTINS, 553, MANTIQUEIRA, Belo Horizonte - MG;SAMARA SOARES DE SOUZA 12632938678
299078;24/02/2021;NÃO;RUA BRAULIO GOMES NOGUEIRA, 915, TIROL, Belo Horizonte - MG;JUSSAN CARDOSO MEDINA 08793714637
299715;28/02/2021;NÃO;RUA PERDIZES, 497, CAICARA ADELAIDE, Belo Horizonte - MG;PAULO MARCIO DE CARVALHO 04043409621
300352;04/12/2023;SIM;RUA ADRIANO CHAVES E MATOS, 486, OLHOS D'AGUA, Belo Horizonte - MG;PERRER'S FOOD LTDA
300357;03/03/2021;NÃO;RUA ITAJAI, 68, PINDORAMA, Belo Horizonte - MG;SOLIENE SOARES SILVA 31449641822
299420;25/02/2021;SIM;RUA JAGUARI, 96, BONFIM, Belo Horizonte - MG;RESTAURANTE CANTINHO DA RE LTDA
299730;01/03/2021;NÃO;RUA MAUREA DE OLIVEIRA FANTONI, 310, CANDELARIA, Belo Horizonte - MG;JEAN FABIANO DE PAULA SILVEIRA 09913147603
299737;14/12/2021;NÃO;RUA JOSE CAMPOMIZZI FILHO, 115, SAO JOAO BATISTA, Belo Horizonte - MG;GERALDO HENRIQUE GOMES DE LIMA 01488599688
299738;01/03/2021;NÃO;RUA DA BAHIA, 1148, CENTRO, Belo Horizonte - MG;41.030.908 RAFAEL TEIXEIRA TRIGUEIRO DA CUNHA
300057;02/03/2021;NÃO;RUA NEY WERNECK, 185, JARDIM ALVORADA, Belo Horizonte - MG;GERALDO SOARES 66664420678
300774;05/03/2021;NÃO;RUA SANTA APOLONIA, 425, PENHA, Belo Horizonte - MG;LUIZ GUSTAVO FERREIRA PEDRO 04039857658
301018;08/03/2021;NÃO;RUA FLOR DE MAIO, 58, MARCOLA, Belo Horizonte - MG;JOAO LUIZ DE OLIVEIRA 79259448620
301023;08/03/2021;NÃO;RUA PINTOR PABLO PICASSO, 33, LAJEDO, Belo Horizonte - MG;41.133.920 DANIELLE FERREIRA DOS SANTOS MATOS
299438;25/02/2021;NÃO;RUA TENENTE EDMUNDO MESSEDER, 65, HELIOPOLIS, Belo Horizonte - MG;LUCAS VINICIUS FERREIRA DE LIMA 13763690603
299445;26/02/2021;NÃO;RUA LEOPOLDINO DE OLIVEIRA, 1250, NOVA ESPERANCA, Belo Horizonte - MG;JESSICA ANTONIO COSTA BONOMO 11739925610
299745;01/03/2021;NÃO;RUA PONTA GROSSA, 50, ARAGUAIA, Belo Horizonte - MG;ANGELA APARECIDA TEIXEIRA PEREIRA 09399318699
299760;01/03/2021;SIM;AVENIDA CRISTIANO MACHADO, 11833, VILA CLORIS, Belo Horizonte - MG;RB COMERCIO DE ALIMENTOS LTDA
300802;05/03/2021;NÃO;AVENIDA AVAI, 316, DOM BOSCO, Belo Horizonte - MG;REJANE APARECIDA DO NASCIMENTO 03943582604
299139;24/02/2021;SIM;RUA CENTRAL, 314, COPACABANA, Belo Horizonte - MG;40.980.953 ILDA APARECIDA DE PAULA
299461;26/02/2021;SIM;AVENIDA SEBASTIAO DE BRITO, 441, DONA CLARA, Belo Horizonte - MG;BRUNA N. S. LOPES - RESTAURANTE
299766;01/03/2021;NÃO;AVENIDA PROFESSOR CLOVIS SALGADO, 1690, URCA, Belo Horizonte - MG;ESPACO LUNARIUM LTDA
300100;02/03/2021;NÃO;RUA CHRISTIANO MARTINS DA SILVA, 496, PETROPOLIS, Belo Horizonte - MG;DANIEL SILVA SANTOS 14380737632
300416;03/03/2021;NÃO;RUA DOM MARCOS TEIXEIRA, 201, CAMPO ALEGRE, Belo Horizonte - MG;MARCELO ANDERSON DAMAZO MARTINS 12945784645
300418;03/03/2021;NÃO;RUA DOUTOR GERALDO STARLING SOARES, 339, LINDEIA, Belo Horizonte - MG;41.083.992 SANTO SOARES DE JESUS
300419;03/03/2021;NÃO;RUA EDIVALDO JARDIM, 247, JARDIM DOS COMERCIARIOS, Belo Horizonte - MG;GABRIEL DINIZ 11662966601
300817;06/03/2021;SIM;RUA DIVISA SANTA, 220, MILIONARIOS, Belo Horizonte - MG;MARCELO VIEIRA FIGUEIREDO ROTTAINROLL
300826;06/03/2021;NÃO;RUA ARIETA BISTENE FARAH, 13, GOIANIA, Belo Horizonte - MG;ALBERT MEDEIROS DE ALCANTARA 11293059617
301049;08/03/2021;NÃO;RUA MARIA DO SOCORRO PARANHOS, 160, JARDIM DOS COMERCIARIOS, Belo Horizonte - MG;LUCAS THIAGO ANELY BARBOSA 02112714627
298837;23/02/2021;NÃO;RUA MARIA CANDIDA, 132, SAO TOMAZ, Belo Horizonte - MG;RONILDO HENRIQUE DE OLIVEIRA 03305387645
